muni_id,muni_name,wkt,wave
1716873,Countryside,"POLYGON ((-87.89525 41.76455, -87.89534 41.76678, -87.8946 41.7672, -87.8932 41.76769, -87.89208 41.76804, -87.88729 41.76998, -87.88737 41.77194, -87.88738 41.77244, -87.88346 41.77321, -87.88251 41.77211, -87.88156 41.77254, -87.87982 41.77331, -87.87987 41.7715, -87.87744 41.77163, -87.87775 41.77426, -87.87867 41.77384, -87.8787 41.77463, -87.88008 41.77566, -87.87781 41.77575, -87.87802 41.78051, -87.87832 41.78716, -87.8797 41.78771, -87.88786 41.78367, -87.88816 41.79005, -87.88937 41.79002, -87.88817 41.79067, -87.88641 41.79065, -87.88638 41.79009, -87.8833 41.79017, -87.87847 41.79028, -87.8748 41.79035, -87.87364 41.7919, -87.87374 41.79403, -87.8726 41.79405, -87.87145 41.79407, -87.86879 41.79312, -87.8664 41.7947, -87.86639 41.79427, -87.86518 41.79489, -87.86411 41.79542, -87.8642 41.79788, -87.86408 41.79788, -87.8598 41.79797, -87.85919 41.7984, -87.8589 41.79067, -87.85867 41.78521, -87.8586 41.78361, -87.85857 41.78286, -87.86816 41.77855, -87.86773 41.76858, -87.86754 41.76188, -87.86754 41.76165, -87.86699 41.75808, -87.86941 41.75536, -87.87121 41.75691, -87.8723 41.75367, -87.87713 41.75384, -87.87871 41.75561, -87.87868 41.7538, -87.88663 41.75361, -87.88683 41.75838, -87.88847 41.75896, -87.89018 41.75897, -87.89156 41.75966, -87.8916 41.76036, -87.89132 41.76149, -87.89674 41.76402, -87.89525 41.76455))",2
1717497,Crestwood,"POLYGON ((-87.761 41.66134, -87.76104 41.66057, -87.7606 41.66046, -87.7606 41.66135, -87.75874 41.66138, -87.75813 41.66211, -87.75811 41.66139, -87.75285 41.66149, -87.74973 41.66154, -87.74834 41.66062, -87.73838 41.65546, -87.73836 41.65511, -87.738 41.65482, -87.73128 41.65253, -87.72478 41.65134, -87.7206 41.651, -87.71876 41.65111, -87.71838 41.65046, -87.71636 41.65015, -87.71873 41.65014, -87.71874 41.65046, -87.72374 41.6507, -87.72462 41.65105, -87.72835 41.65103, -87.72835 41.64733, -87.72368 41.64741, -87.72322 41.64075, -87.72119 41.6411, -87.71839 41.6418, -87.71862 41.6475, -87.71375 41.64758, -87.71367 41.64575, -87.71625 41.64566, -87.71615 41.64563, -87.71565 41.6384, -87.7134 41.63845, -87.71338 41.63754, -87.71464 41.63812, -87.71465 41.63829, -87.71574 41.63829, -87.71573 41.63812, -87.71561 41.63595, -87.71317 41.63429, -87.71312 41.63349, -87.7121 41.63425, -87.70842 41.63319, -87.70721 41.63317, -87.70842 41.63312, -87.70888 41.63302, -87.70933 41.63291, -87.70973 41.63299, -87.71426 41.63295, -87.71559 41.63295, -87.72778 41.63271, -87.73267 41.63263, -87.73511 41.6326, -87.73673 41.63258, -87.7375 41.63128, -87.73751 41.63158, -87.73998 41.63199, -87.74 41.63232, -87.74103 41.63231, -87.74103 41.63239, -87.74233 41.63236, -87.74315 41.63242, -87.74335 41.63745, -87.7474 41.63678, -87.74726 41.63399, -87.74965 41.63473, -87.75227 41.63429, -87.75278 41.63554, -87.75228 41.63565, -87.75234 41.63782, -87.75257 41.64018, -87.7559 41.64014, -87.75675 41.64033, -87.75689 41.64668, -87.75757 41.64683, -87.75766 41.64683, -87.75795 41.65386, -87.75795 41.65413, -87.76301 41.6541, -87.76289 41.66131, -87.761 41.66134), (-87.74317 41.6398, -87.74317 41.6392, -87.73779 41.63919, -87.73781 41.63991, -87.74268 41.63972, -87.74317 41.6398), (-87.74737 41.6403, -87.74741 41.63993, -87.74711 41.63985, -87.74608 41.63943, -87.74353 41.63946, -87.74355 41.63983, -87.74593 41.63984, -87.74673 41.64018, -87.74737 41.6403), (-87.74354 41.64197, -87.74353 41.64159, -87.74275 41.64159, -87.74276 41.64196, -87.74354 41.64197), (-87.75103 41.65059, -87.75088 41.64694, -87.75038 41.64696, -87.74904 41.64698, -87.7492 41.65062, -87.75103 41.65059))",2
1719642,Des Plaines,"MULTIPOLYGON (((-87.94295 42.02085, -87.94302 42.02268, -87.94048 42.02272, -87.94053 42.02593, -87.94058 42.03001, -87.94068 42.0355, -87.94164 42.0355, -87.94156 42.03739, -87.9407 42.03739, -87.94071 42.0418, -87.94073 42.04354, -87.94074 42.04535, -87.94076 42.04759, -87.93101 42.04784, -87.92623 42.04803, -87.92243 42.0486, -87.92248 42.05176, -87.92306 42.05182, -87.92334 42.05186, -87.92336 42.05535, -87.92128 42.05535, -87.9213 42.05636, -87.92131 42.0578, -87.92135 42.06276, -87.9214 42.06619, -87.92064 42.06618, -87.91831 42.06505, -87.9183 42.06617, -87.91318 42.06614, -87.90883 42.06611, -87.90772 42.06707, -87.90771 42.07293, -87.90771 42.07983, -87.90293 42.07977, -87.90192 42.07832, -87.90088 42.07334, -87.9009 42.06606, -87.9007 42.05748, -87.90072 42.06606, -87.90051 42.06606, -87.90051 42.07332, -87.89964 42.07337, -87.89606 42.07332, -87.89365 42.0733, -87.89363 42.07189, -87.89254 42.06834, -87.88975 42.06852, -87.88838 42.06613, -87.88838 42.066, -87.89182 42.06602, -87.88969 42.0595, -87.88254 42.05989, -87.88593 42.06321, -87.88719 42.06517, -87.88725 42.066, -87.87644 42.06595, -87.87649 42.05819, -87.8827 42.05803, -87.88229 42.05464, -87.87467 42.05339, -87.87222 42.05346, -87.87223 42.05633, -87.86978 42.05635, -87.86977 42.05722, -87.86848 42.05723, -87.86851 42.05613, -87.86968 42.05476, -87.86893 42.05478, -87.86914 42.05357, -87.86866 42.05358, -87.86842 42.05359, -87.86577 42.0537, -87.86485 42.05384, -87.86238 42.05383, -87.86244 42.05198, -87.86832 42.05189, -87.86915 42.0501, -87.86582 42.04876, -87.86481 42.04653, -87.86313 42.0466, -87.86397 42.04765, -87.86236 42.05019, -87.86197 42.05021, -87.85999 42.05028, -87.86001 42.04663, -87.86 42.04324, -87.86001 42.03934, -87.86521 42.03914, -87.86778 42.03907, -87.86869 42.03908, -87.86977 42.03907, -87.86946 42.03644, -87.8683 42.03645, -87.8683 42.03795, -87.86782 42.03785, -87.86641 42.03638, -87.8675 42.03546, -87.86946 42.03544, -87.86983 42.032, -87.86977 42.03162, -87.86976 42.02833, -87.87476 42.02829, -87.87449 42.02717, -87.87487 42.02504, -87.87446 42.02246, -87.87213 42.02061, -87.87411 42.01818, -87.87371 42.01718, -87.871 42.01596, -87.86982 42.01659, -87.86986 42.01051, -87.86957 42.01006, -87.86483 42.00283, -87.86177 41.99579, -87.86585 41.99568, -87.87335 41.99534, -87.87426 41.99558, -87.87469 41.99569, -87.88453 41.99822, -87.88454 41.99896, -87.88453 42.00241, -87.88474 42.00601, -87.88585 42.00962, -87.8906 42.00948, -87.89182 42.00944, -87.89279 42.00941, -87.89277 42.00698, -87.89311 42.00697, -87.89407 42.00571, -87.89425 42.0057, -87.89797 42.00733, -87.90268 42.00863, -87.90333 42.00906, -87.90608 42.00898, -87.90659 42.00922, -87.9077 42.00919, -87.90771 42.00892, -87.90786 42.00524, -87.9089 42.0052, -87.91267 42.00513, -87.91296 42.00616, -87.91291 42.00873, -87.91377 42.0087, -87.91374 42.00511, -87.91526 42.0051, -87.92051 42.00508, -87.92075 42.00397, -87.92084 42.00394, -87.9228 42.00613, -87.92334 42.00636, -87.92545 42.00771, -87.92925 42.005, -87.93351 42.00558, -87.93356 42.00818, -87.93132 42.00821, -87.93136 42.01371, -87.93054 42.01371, -87.93049 42.00823, -87.92056 42.00847, -87.91872 42.00854, -87.92062 42.01078, -87.92069 42.01153, -87.92375 42.01103, -87.92578 42.01312, -87.92733 42.01291, -87.92941 42.0149, -87.93181 42.01553, -87.94007 42.01552, -87.94036 42.01421, -87.94043 42.01545, -87.9407 42.01545, -87.94082 42.01678, -87.94191 42.01821, -87.95002 42.01999, -87.94651 42.01956, -87.94732 42.02084, -87.94295 42.02085), (-87.93752 42.01919, -87.93957 42.02049, -87.9404 42.02057, -87.94017 42.0195, -87.93963 42.01905, -87.93752 42.01919)), ((-87.86839 42.05864, -87.86846 42.05773, -87.87199 42.05768, -87.87192 42.05862, -87.86839 42.05864)))",2
1720149,Dixmoor,"POLYGON ((-87.67951 41.64087, -87.66506 41.64117, -87.6628 41.64076, -87.66121 41.64082, -87.65758 41.64109, -87.65664 41.64241, -87.65642 41.64068, -87.65624 41.63676, -87.65619 41.63365, -87.65607 41.63349, -87.65605 41.62989, -87.65634 41.6299, -87.65602 41.62838, -87.65602 41.62626, -87.66572 41.62628, -87.6657 41.62265, -87.67528 41.62267, -87.6753 41.6277, -87.67593 41.62721, -87.676 41.62745, -87.67663 41.62986, -87.67667 41.63003, -87.67907 41.63918, -87.67951 41.64087))",3
1720292,Dolton,"POLYGON ((-87.63231 41.62984, -87.62084 41.62988, -87.61721 41.6299, -87.61721 41.63351, -87.61722 41.63902, -87.61722 41.64415, -87.61723 41.64458, -87.6144 41.6446, -87.59784 41.64461, -87.58813 41.64466, -87.57995 41.64473, -87.57859 41.64473, -87.57848 41.64473, -87.57839 41.63436, -87.57839 41.63431, -87.57842 41.62994, -87.57856 41.62879, -87.57843 41.62272, -87.57839 41.62087, -87.57357 41.62093, -87.57358 41.61918, -87.57344 41.6181, -87.57343 41.61549, -87.5751 41.61455, -87.5735 41.61318, -87.57591 41.61313, -87.57511 41.60886, -87.57336 41.60715, -87.57801 41.60708, -87.57799 41.60669, -87.58065 41.60922, -87.58733 41.6154, -87.59486 41.62258, -87.59653 41.62257, -87.59712 41.61712, -87.59677 41.61531, -87.59407 41.61534, -87.59337 41.61535, -87.59051 41.61537, -87.58872 41.61539, -87.58874 41.608, -87.58981 41.60778, -87.59229 41.60701, -87.59767 41.60724, -87.5977 41.60971, -87.59773 41.61167, -87.59771 41.6153, -87.60254 41.61533, -87.60619 41.61534, -87.6074 41.61535, -87.60822 41.6154, -87.60811 41.61716, -87.60871 41.61905, -87.60954 41.61907, -87.60984 41.62261, -87.61226 41.62262, -87.61712 41.62266, -87.62076 41.62264, -87.6244 41.62264, -87.62721 41.62263, -87.63181 41.62262, -87.63181 41.62438, -87.6316 41.62519, -87.63397 41.62672, -87.63231 41.62984))",3
1721904,East Hazel Crest,"POLYGON ((-87.66553 41.57902, -87.65978 41.57905, -87.65595 41.57906, -87.65345 41.57908, -87.63922 41.57923, -87.63797 41.57974, -87.63697 41.58099, -87.63638 41.58234, -87.63595 41.58234, -87.63593 41.58094, -87.63399 41.57943, -87.6307 41.57892, -87.6306 41.57874, -87.63371 41.57802, -87.63486 41.57715, -87.63595 41.57589, -87.63631 41.5736, -87.64126 41.57368, -87.64125 41.57187, -87.65583 41.57179, -87.66364 41.57183, -87.66548 41.57181, -87.66553 41.57801, -87.66553 41.57902))",3
1723256,Elk Grove Village,"POLYGON ((-88.06053 42.00427, -88.05565 42.00443, -88.05563 42.00623, -88.06051 42.00603, -88.0605 42.00801, -88.06045 42.01709, -88.06044 42.01821, -88.06042 42.02081, -88.05854 42.02088, -88.0583 42.0209, -88.0583 42.02059, -88.05549 42.02074, -88.05548 42.02104, -88.0506 42.02122, -88.05069 42.01758, -88.04571 42.01757, -88.04573 42.01616, -88.04578 42.01397, -88.03136 42.01445, -88.03087 42.01132, -88.03087 42.01097, -88.03087 42.00943, -88.0313 42.00825, -88.02858 42.00841, -88.01867 42.00841, -88.01873 42.01441, -88.00899 42.01459, -88.00895 42.01332, -88.00822 42.01332, -88.00824 42.01459, -88.00662 42.01453, -88.00349 42.01458, -88.00318 42.01169, -88.00259 42.01201, -88.00099 42.01223, -87.99977 42.01241, -87.99731 42.01321, -87.99613 42.01466, -87.99614 42.01789, -87.99292 42.01761, -87.98849 42.02208, -87.98813 42.02608, -87.98608 42.03133, -87.98445 42.03719, -87.98216 42.03861, -87.97805 42.0371, -87.9723 42.03371, -87.9723 42.03322, -87.97161 42.03323, -87.966 42.02908, -87.96491 42.02745, -87.96492 42.02853, -87.96135 42.02568, -87.95992 42.02464, -87.95992 42.02429, -87.95397 42.02075, -87.94798 42.01917, -87.94795 42.01554, -87.9407 42.01545, -87.94043 42.01545, -87.94036 42.01421, -87.94036 42.01403, -87.94032 42.01175, -87.93545 42.01179, -87.93555 42.00815, -87.93547 42.00591, -87.93528 42.00587, -87.9353 42.00088, -87.9401 42.00079, -87.94007 41.99973, -87.94003 41.99813, -87.93995 41.99348, -87.93983 41.98668, -87.94712 41.98657, -87.94709 41.98754, -87.94717 41.99338, -87.95289 41.99328, -87.95289 41.99021, -87.95433 41.98463, -87.95918 41.98454, -87.95923 41.99317, -87.95947 41.99316, -87.96876 41.99303, -87.96876 41.9894, -87.96249 41.9895, -87.96255 41.98327, -87.96643 41.98377, -87.96953 41.98388, -87.97041 41.98396, -87.97554 41.98406, -87.97479 41.98829, -87.97738 41.98828, -87.97727 41.99099, -87.97966 41.99094, -87.97954 41.99287, -87.99338 41.99273, -87.99542 41.99271, -87.99718 41.99269, -87.99817 41.99268, -88.00316 41.99262, -88.01649 41.99246, -88.02347 41.99249, -88.02378 41.99249, -88.03131 41.99253, -88.03145 41.99253, -88.03996 41.99219, -88.04118 41.99215, -88.04117 41.99233, -88.04298 41.99224, -88.04398 41.99252, -88.04586 41.99373, -88.04608 41.99373, -88.04628 41.99196, -88.04825 41.99189, -88.05096 41.99192, -88.05093 41.99363, -88.05578 41.99345, -88.05572 41.99896, -88.05942 41.99881, -88.0594 42.00066, -88.06057 42.00062, -88.06055 42.00241, -88.06053 42.00427), (-87.97917 41.99459, -87.97941 41.99354, -87.97885 41.99288, -87.97659 41.99291, -87.97668 41.99548, -87.97885 41.99553, -87.97917 41.99459), (-88.02307 42.00122, -88.0238 42.00052, -88.02376 41.99797, -88.01809 41.99806, -88.01806 41.99825, -88.01823 42.00042, -88.01954 42.00043, -88.02027 42.00116, -88.02189 42.00149, -88.02193 42.00335, -88.02341 42.00333, -88.02307 42.00122), (-88.04147 42.00238, -88.04243 42.00234, -88.0425 41.99941, -88.0415 41.99944, -88.04147 42.00238), (-87.95003 42.01526, -87.94979 42.01232, -87.94663 42.01107, -87.94661 42.00971, -87.94491 42.01313, -87.94623 42.01311, -87.94528 42.01539, -87.95003 42.01526), (-87.9887 42.01475, -87.98931 42.01475, -87.9893 42.01366, -87.98928 42.0111, -87.98326 42.01156, -87.98157 42.01116, -87.98153 42.01575, -87.98581 42.01659, -87.9883 42.01708, -87.98894 42.01549, -87.9887 42.01475), (-87.95502 42.0154, -87.95972 42.01537, -87.95972 42.0153, -87.95971 42.01509, -87.95971 42.01503, -87.95495 42.01514, -87.95504 42.01091, -87.95136 42.01, -87.95146 42.01647, -87.95029 42.01548, -87.94817 42.01553, -87.9482 42.019, -87.95511 42.02102, -87.95502 42.0154))",3
1723724,Elmwood Park,"POLYGON ((-87.82625 41.93775, -87.82385 41.93779, -87.82263 41.93782, -87.81774 41.93791, -87.81652 41.93794, -87.81639 41.93431, -87.80662 41.93451, -87.80656 41.93256, -87.80649 41.93082, -87.80644 41.92934, -87.80639 41.92775, -87.80636 41.92713, -87.80625 41.92401, -87.80623 41.92336, -87.80623 41.92309, -87.80612 41.91986, -87.806 41.91619, -87.80589 41.91253, -87.80583 41.91071, -87.80575 41.9089, -87.81189 41.90877, -87.8131 41.90875, -87.81554 41.90872, -87.8204 41.90863, -87.82451 41.90856, -87.82545 41.90854, -87.82546 41.91101, -87.82544 41.9122, -87.82555 41.91512, -87.82582 41.92316, -87.82596 41.9271, -87.82597 41.9282, -87.82596 41.92981, -87.82606 41.93253, -87.82611 41.93413, -87.82625 41.93775))",3
1724582,Evanston,"POLYGON ((-87.73242 42.06467, -87.73235 42.06892, -87.72904 42.06914, -87.72366 42.06913, -87.7165 42.06908, -87.71257 42.06904, -87.71063 42.06902, -87.70806 42.069, -87.70781 42.06898, -87.70273 42.06899, -87.70224 42.06895, -87.70197 42.06893, -87.69798 42.06887, -87.69199 42.06881, -87.68923 42.06877, -87.68285 42.06949, -87.68275 42.07169, -87.67984 42.07171, -87.67347 42.06155, -87.67146 42.05833, -87.67087 42.05503, -87.67051 42.05298, -87.67086 42.05232, -87.67106 42.05194, -87.67164 42.05084, -87.67316 42.04798, -87.67212 42.04535, -87.67112 42.04282, -87.67109 42.04274, -87.67083 42.04108, -87.6697 42.03382, -87.66898 42.02914, -87.66615 42.02313, -87.67115 42.02304, -87.67188 42.02299, -87.6772 42.02294, -87.67331 42.01939, -87.67686 42.01941, -87.68045 42.01945, -87.68465 42.01949, -87.69017 42.01953, -87.69488 42.01943, -87.69959 42.01933, -87.70194 42.01928, -87.70866 42.01914, -87.70893 42.02265, -87.70884 42.0264, -87.70866 42.03368, -87.7099 42.03368, -87.70987 42.03533, -87.70984 42.03719, -87.70972 42.04094, -87.7096 42.0482, -87.70943 42.0484, -87.70886 42.05243, -87.70997 42.05277, -87.71124 42.05337, -87.7149 42.05509, -87.7161 42.05535, -87.71779 42.05536, -87.72626 42.05527, -87.72747 42.05526, -87.72744 42.05706, -87.72737 42.06248, -87.7306 42.06248, -87.73246 42.06248, -87.73242 42.06467))",3
1724634,Evergreen Park,"POLYGON ((-87.72165 41.72779, -87.7155 41.72786, -87.7118 41.7279, -87.71198 41.73503, -87.71171 41.73503, -87.70212 41.7352, -87.69711 41.73528, -87.68966 41.73541, -87.68739 41.73544, -87.68722 41.72818, -87.68229 41.72824, -87.68221 41.72528, -87.68207 41.72094, -87.68196 41.71728, -87.68184 41.71367, -87.6868 41.71362, -87.69173 41.71357, -87.69165 41.71084, -87.69154 41.70722, -87.69645 41.70715, -87.70137 41.70708, -87.70132 41.70619, -87.70504 41.70614, -87.71112 41.70608, -87.7113 41.71149, -87.71258 41.7133, -87.71501 41.71326, -87.71991 41.71319, -87.72113 41.71317, -87.72124 41.71682, -87.72136 41.72046, -87.72143 41.7223, -87.72165 41.72779))",3
1726571,Flossmoor,"POLYGON ((-87.71328 41.54973, -87.70852 41.54973, -87.7038 41.54975, -87.69853 41.54983, -87.69403 41.54984, -87.69405 41.55152, -87.68441 41.55168, -87.6837 41.55173, -87.67481 41.55173, -87.6749 41.55076, -87.67471 41.54994, -87.67472 41.54963, -87.67431 41.54995, -87.66512 41.54972, -87.665 41.54612, -87.66495 41.54471, -87.66487 41.5426, -87.66473 41.54203, -87.66354 41.54174, -87.6633 41.54183, -87.66327 41.54217, -87.66253 41.54226, -87.66216 41.54115, -87.66387 41.54062, -87.66271 41.53902, -87.65507 41.53897, -87.65507 41.53876, -87.65523 41.53721, -87.65504 41.52784, -87.65656 41.52773, -87.6591 41.52778, -87.65986 41.52778, -87.66234 41.52786, -87.66234 41.52778, -87.66476 41.52775, -87.66477 41.52786, -87.66967 41.52786, -87.66955 41.53213, -87.66717 41.53222, -87.66715 41.54203, -87.67145 41.54203, -87.67235 41.53923, -87.67364 41.53913, -87.6738 41.52787, -87.67453 41.52789, -87.67826 41.52803, -87.68633 41.52801, -87.68649 41.52801, -87.69389 41.52799, -87.71329 41.52794, -87.7133 41.52914, -87.71334 41.53606, -87.71338 41.53929, -87.70417 41.53923, -87.70346 41.54009, -87.70359 41.52911, -87.70082 41.52908, -87.69808 41.53149, -87.69809 41.53343, -87.70007 41.53343, -87.70006 41.53527, -87.69865 41.53528, -87.69855 41.53706, -87.69699 41.53706, -87.69621 41.53877, -87.69636 41.54252, -87.7037 41.54252, -87.71151 41.54251, -87.71338 41.54165, -87.71339 41.5425, -87.71343 41.54613, -87.71345 41.54796, -87.71347 41.54975, -87.71328 41.54973), (-87.69397 41.54286, -87.69397 41.54367, -87.69521 41.54366, -87.69517 41.54286, -87.69397 41.54286))",3
1726710,Ford Heights,"POLYGON ((-87.59962 41.52082, -87.59709 41.52083, -87.59693 41.52083, -87.59645 41.52082, -87.58893 41.52091, -87.58754 41.52082, -87.58753 41.52072, -87.58749 41.51876, -87.58748 41.51775, -87.58701 41.51779, -87.58512 41.51778, -87.58229 41.51778, -87.58231 41.51534, -87.58498 41.51542, -87.58225 41.51363, -87.57992 41.51353, -87.57998 41.51968, -87.57839 41.51722, -87.57773 41.51734, -87.57779 41.5208, -87.57782 41.52402, -87.5729 41.52411, -87.57287 41.52087, -87.57074 41.52089, -87.57069 41.51356, -87.56794 41.51357, -87.56795 41.51384, -87.56321 41.51386, -87.56312 41.51582, -87.55829 41.51585, -87.55829 41.51486, -87.55341 41.51487, -87.55333 41.51385, -87.55828 41.51382, -87.55827 41.5136, -87.55822 41.5073, -87.55965 41.50647, -87.56024 41.50727, -87.56282 41.50643, -87.57423 41.50603, -87.57776 41.5027, -87.57778 41.5027, -87.57805 41.50402, -87.58186 41.50626, -87.58226 41.50626, -87.58243 41.50538, -87.58517 41.50203, -87.58726 41.50197, -87.58693 41.49898, -87.59686 41.49898, -87.5969 41.50247, -87.59704 41.5162, -87.59706 41.51722, -87.5996 41.51717, -87.59962 41.52082))",3
1726935,Forest Park,"POLYGON ((-87.83369 41.87177, -87.82546 41.87213, -87.82495 41.87451, -87.82874 41.87606, -87.82733 41.87917, -87.81932 41.87935, -87.81445 41.87945, -87.81458 41.88307, -87.81462 41.88416, -87.81472 41.88687, -87.80499 41.88698, -87.80498 41.8867, -87.80493 41.8854, -87.80489 41.88428, -87.80476 41.88139, -87.80472 41.87964, -87.80451 41.8738, -87.8044 41.87048, -87.80433 41.86868, -87.8042 41.86498, -87.80414 41.86325, -87.80414 41.86315, -87.80394 41.85773, -87.80835 41.85767, -87.80881 41.85767, -87.81198 41.85766, -87.81186 41.85604, -87.80829 41.85611, -87.80808 41.85029, -87.81709 41.85015, -87.82305 41.85002, -87.82335 41.85221, -87.82062 41.85573, -87.82008 41.85589, -87.81345 41.85601, -87.81363 41.85748, -87.81985 41.85748, -87.82061 41.85739, -87.82297 41.86043, -87.82632 41.86315, -87.8273 41.86457, -87.8334 41.86446, -87.83369 41.87177))",3
1726987,Forest View,"POLYGON ((-87.80211 41.81032, -87.79962 41.81036, -87.78238 41.8108, -87.78229 41.80885, -87.78217 41.80764, -87.76008 41.8146, -87.75946 41.81484, -87.75386 41.81493, -87.75296 41.81468, -87.75312 41.81344, -87.75296 41.81297, -87.753 41.81114, -87.7529 41.80757, -87.75291 41.80749, -87.75726 41.80744, -87.75714 41.807, -87.75782 41.80696, -87.7578 41.80625, -87.75902 41.80624, -87.75903 41.80659, -87.76271 41.80653, -87.76267 41.80414, -87.76653 41.80368, -87.76772 41.80723, -87.76979 41.80602, -87.77062 41.80713, -87.76526 41.80891, -87.76281 41.81039, -87.7659 41.80957, -87.78199 41.80457, -87.78952 41.80228, -87.78951 41.80194, -87.78946 41.80029, -87.78464 41.80125, -87.7835 41.80211, -87.782 41.80258, -87.78203 41.79967, -87.78569 41.79964, -87.78813 41.7996, -87.79038 41.79956, -87.79186 41.79949, -87.79421 41.79946, -87.79082 41.79989, -87.79086 41.80152, -87.80037 41.79881, -87.80174 41.79856, -87.80179 41.7993, -87.80176 41.80078, -87.80196 41.80642, -87.80204 41.8085, -87.80211 41.81032))",3
1727702,Franklin Park,"POLYGON ((-87.92029 41.9313, -87.92027 41.9358, -87.92025 41.9416, -87.92024 41.94313, -87.91467 41.94333, -87.9149 41.94817, -87.91499 41.95038, -87.91548 41.95033, -87.91526 41.95216, -87.91585 41.95745, -87.91445 41.95681, -87.91445 41.95354, -87.90868 41.95196, -87.90667 41.95155, -87.90208 41.95104, -87.90135 41.951, -87.89716 41.95064, -87.89266 41.95071, -87.89266 41.95213, -87.89325 41.95471, -87.89309 41.95809, -87.89076 41.95803, -87.89046 41.95463, -87.89066 41.95343, -87.88568 41.95328, -87.8854 41.94556, -87.8805 41.94555, -87.87811 41.9464, -87.87567 41.94613, -87.87565 41.94566, -87.86594 41.94584, -87.86284 41.94605, -87.86342 41.94752, -87.8588 41.94793, -87.85885 41.94591, -87.8542 41.94599, -87.85376 41.94508, -87.85302 41.94307, -87.8515 41.93881, -87.84959 41.93729, -87.85155 41.93726, -87.85133 41.93166, -87.85123 41.92919, -87.85225 41.92919, -87.8521 41.92447, -87.85206 41.92306, -87.85252 41.92261, -87.85261 41.9225, -87.85245 41.91954, -87.85217 41.91905, -87.85497 41.919, -87.85483 41.9153, -87.85997 41.91504, -87.86456 41.91158, -87.86459 41.91271, -87.86464 41.91507, -87.86329 41.91505, -87.86303 41.91564, -87.86397 41.91564, -87.86456 41.91561, -87.86469 41.91597, -87.86492 41.92176, -87.86532 41.9223, -87.86494 41.92232, -87.86499 41.92358, -87.86863 41.92314, -87.86859 41.92224, -87.86977 41.92222, -87.87301 41.92215, -87.87462 41.92213, -87.8783 41.92206, -87.88324 41.92196, -87.88333 41.9244, -87.88444 41.92438, -87.88451 41.92601, -87.88573 41.92644, -87.88452 41.92645, -87.88463 41.92913, -87.88615 41.92912, -87.88626 41.93035, -87.89445 41.93058, -87.89456 41.93265, -87.89381 41.93265, -87.89387 41.93298, -87.89384 41.93355, -87.8946 41.93354, -87.89463 41.93483, -87.8959 41.93619, -87.91374 41.93583, -87.91402 41.9368, -87.91409 41.93705, -87.91743 41.93499, -87.91963 41.93128, -87.91983 41.9246, -87.92033 41.9241, -87.92033 41.92496, -87.92029 41.9313), (-87.91433 41.94854, -87.90471 41.9453, -87.89241 41.94045, -87.89107 41.9401, -87.88778 41.94005, -87.88792 41.94265, -87.88806 41.94345, -87.89285 41.94539, -87.91442 41.95176, -87.91433 41.94854), (-87.9144 41.95201, -87.89419 41.94761, -87.90123 41.94954, -87.91216 41.95183, -87.91446 41.95263, -87.9144 41.95201))",3
1729652,Glencoe,"POLYGON ((-87.78487 42.12344, -87.78263 42.12354, -87.78156 42.12353, -87.78036 42.12353, -87.77237 42.12332, -87.77027 42.12335, -87.77024 42.12683, -87.77551 42.12705, -87.77567 42.13245, -87.77762 42.13249, -87.77758 42.13418, -87.77998 42.13427, -87.77985 42.13787, -87.77998 42.13787, -87.78426 42.13788, -87.78474 42.13788, -87.78464 42.13887, -87.78425 42.15001, -87.77975 42.14983, -87.7794 42.1524, -87.77758 42.15238, -87.77232 42.15236, -87.77165 42.15236, -87.75914 42.15225, -87.7548 42.14629, -87.75017 42.13992, -87.74956 42.13909, -87.74169 42.12827, -87.74173 42.12419, -87.74153 42.11933, -87.74445 42.11933, -87.74498 42.11943, -87.74515 42.11934, -87.74565 42.11911, -87.74592 42.11944, -87.7513 42.11952, -87.75274 42.11965, -87.75301 42.11965, -87.75616 42.11947, -87.75859 42.11969, -87.76072 42.11976, -87.769 42.11974, -87.77038 42.11974, -87.77204 42.11973, -87.77534 42.11973, -87.77558 42.11607, -87.77916 42.11617, -87.78008 42.11616, -87.78239 42.11959, -87.7803 42.11979, -87.78137 42.12154, -87.78369 42.12156, -87.78487 42.12344))",4
